Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
36599036,07/02/2017 12:00:00 AM,06/28/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11204,1365 WEST 7TH STREET,WEST 7TH STREET,,,,,LATLONG,BROOKLYN,,N/A,Pending,08/01/2017 10:42:37 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,06/28/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,989486,162187,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61184069339268,-73.98114155480926,"(40.61184069339268, -73.98114155480926)"
36598898,07/02/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,10314,35 SHALE STREET,SHALE STREET,LILLIE LANE,LEASON PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,08/01/2017 03:22:55 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/10/2017 12:00:00 AM,02 STATEN ISLAND,5023900313,STATEN ISLAND,942468,152151,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58419698086239,-74.15042356534116,"(40.58419698086239, -74.15042356534116)"
36598861,07/02/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10016,160 EAST 36TH STREET,EAST 36TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,08/01/2017 10:44:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,990429,211481,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.747140909029966,-73.97769996432064,"(40.747140909029966, -73.97769996432064)"
36598707,07/02/2017 12:00:00 AM,07/15/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11215,177 16 STREET,16 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2017 07:54:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/15/2017 12:00:00 AM,07 BROOKLYN,3010470056,BROOKLYN,986771,181738,PHONE,Unspecified,BROOKLYN,,,,,,,,40.665505197596616,-73.99091283627729,"(40.665505197596616, -73.99091283627729)"
36598453,07/02/2017 12:00:00 AM,07/18/2017 11:25:41 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,194 EGBERT AVENUE,EGBERT AVENUE,MUNDY AVENUE,LLEWELLYN PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,08/01/2017 10:04:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/18/2017 11:25:41 AM,01 STATEN ISLAND,5003550221,STATEN ISLAND,948360,166869,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62462065956476,-74.1292894263816,"(40.62462065956476, -74.1292894263816)"
36598448,07/02/2017 12:00:00 AM,05/23/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3260 CRUGER AVE,CRUGER AVE,,,,,LATLONG,BRONX,,N/A,Pending,08/01/2017 06:49:26 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 06:53:01 AM,Unspecified BRONX,,BRONX,1021375,257422,MOBILE,Unspecified,BRONX,,,,,,,,40.873160261347024,-73.86576174680496,"(40.873160261347024, -73.86576174680496)"
36598422,07/02/2017 12:00:00 AM,04/28/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10456,783 EAST 169TH STREET,EAST 169TH STREET,,,,,LATLONG,BRONX,,N/A,Pending,08/01/2017 10:20:42 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 10:22:52 AM,Unspecified BRONX,,BRONX,1012166,241932,MOBILE,Unspecified,BRONX,,,,,,,,40.830678767892,-73.8991245304568,"(40.830678767892, -73.8991245304568)"
36598397,07/02/2017 12:00:00 AM,07/18/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,3251 BRUNER AVENUE,BRUNER AVENUE,BURKE AVENUE,GIVAN AVENUE,,,ADDRESS,BRONX,,N/A,Closed,08/01/2017 05:45:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/18/2017 12:00:00 AM,12 BRONX,2047550012,BRONX,1028595,258292,PHONE,Unspecified,BRONX,,,,,,,,40.87551481863494,-73.83964963951885,"(40.87551481863494, -73.83964963951885)"
36598207,07/02/2017 12:00:00 AM,07/03/2017 09:43:46 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Other (Explain Below),11367,73-21 KISSENA BOULEVARD,KISSENA BOULEVARD,73 AVENUE,75 AVENUE,,,ADDRESS,Flushing,,N/A,Closed,07/16/2017 04:33:57 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",07/03/2017 09:43:40 AM,08 QUEENS,4068050100,QUEENS,1036307,204198,PHONE,Unspecified,QUEENS,,,,,,,,40.72699985551424,-73.81218271926791,"(40.72699985551424, -73.81218271926791)"
36598043,07/02/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10002,125 MADISON STREET,MADISON STREET,MARKET STREET,MECHANICS ALLEY,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2017 09:53:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 12:00:00 AM,03 MANHATTAN,1002750001,MANHATTAN,985928,198806,PHONE,Unspecified,MANHATTAN,,,,,,,,40.712353133445234,-73.99394725198071,"(40.712353133445234, -73.99394725198071)"
36597831,07/02/2017 12:00:00 AM,08/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10468,,,CRESTON AVENUE,FIELD PLACE,CRESTON AVENUE,FIELD PLACE,INTERSECTION,BRONX,,N/A,Closed,08/01/2017 08:26:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,08/14/2017 12:00:00 AM,Unspecified BRONX,,BRONX,1011859,252256,PHONE,Unspecified,BRONX,,,,,,,,40.859016064897865,-73.9001913782808,"(40.859016064897865, -73.9001913782808)"
36597792,07/02/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,EAST 81 STREET,EAST 81 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,BLOCKFACE,BROOKLYN,,N/A,Closed,08/01/2017 10:02:14 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/10/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,1007685,172000,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63874586472777,-73.91556036665929,"(40.63874586472777, -73.91556036665929)"
36597791,07/02/2017 12:00:00 AM,07/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11219,FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/01/2017 02:44:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/06/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,987087,173774,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64364566268084,-73.98977713699415,"(40.64364566268084, -73.98977713699415)"
36597789,07/02/2017 12:00:00 AM,07/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11230,295 AVENUE O,AVENUE O,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/01/2017 09:15:28 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/06/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,991687,162113,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61163600466892,-73.9732143185729,"(40.61163600466892, -73.9732143185729)"
36597788,07/02/2017 12:00:00 AM,07/12/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10025,987 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 108 STREET,WEST 109 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2017 09:32:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/12/2017 12:00:00 AM,07 MANHATTAN,1018630004,MANHATTAN,994058,231462,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80198022719451,-73.96457372648827,"(40.80198022719451, -73.96457372648827)"
36597786,07/02/2017 12:00:00 AM,06/02/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10026,280 WEST  119 STREET,WEST  119 STREET,ST NICHOLAS AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,08/01/2017 12:51:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 12:54:20 PM,10 MANHATTAN,1019240160,MANHATTAN,997126,232982,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80614827065569,-73.95348926683236,"(40.80614827065569, -73.95348926683236)"
36597785,07/02/2017 12:00:00 AM,07/11/2017 06:27:34 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10009,417 EAST    6 STREET,EAST    6 STREET,1 AVENUE,AVENUE A,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2017 08:56:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 06:27:34 PM,03 MANHATTAN,1004340049,MANHATTAN,988248,203837,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.726161273555554,-73.9855757445193,"(40.726161273555554, -73.9855757445193)"
36597708,07/02/2017 12:00:00 AM,07/14/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11413,137-08 220 PLACE,220 PLACE,137 AVENUE,137 ROAD,,,ADDRESS,Springfield Gardens,,N/A,Closed,08/01/2017 10:02:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/14/2017 12:00:00 AM,13 QUEENS,4131250030,QUEENS,1053429,185219,ONLINE,Unspecified,QUEENS,,,,,,,,40.67478981967279,-73.75060322766868,"(40.67478981967279, -73.75060322766868)"
36597701,07/02/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),10027,123 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,08/01/2017 09:51:09 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,996926,234637,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81069107621592,-73.95420858231392,"(40.81069107621592, -73.95420858231392)"
36597609,07/02/2017 12:00:00 AM,06/08/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10456,1225 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,08/01/2017 02:29:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 02:33:00 PM,Unspecified BRONX,,BRONX,1007423,243451,MOBILE,Unspecified,BRONX,,,,,,,,40.834861701808286,-73.91625827258262,"(40.834861701808286, -73.91625827258262)"
36597533,07/02/2017 12:00:00 AM,07/03/2017 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,10031,1622 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 139 STREET,WEST 140 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,07/16/2017 07:39:52 PM,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",07/10/2017 12:18:22 PM,09 MANHATTAN,1020710036,MANHATTAN,998089,238752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82198385077837,-73.94999881851221,"(40.82198385077837, -73.94999881851221)"
36597476,07/02/2017 12:00:00 AM,07/17/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Commercial Building,10463,5555 BROADWAY,BROADWAY,,,,,LATLONG,BRONX,,N/A,Closed,08/01/2017 08:51:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/17/2017 12:00:00 AM,08 BRONX,,BRONX,1010392,259387,MOBILE,Unspecified,BRONX,,,,,,,,40.87859293935671,-73.90546686965808,"(40.87859293935671, -73.90546686965808)"
36597353,07/02/2017 12:00:00 AM,07/05/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11213,1497 CARROLL ST,CARROLL ST,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/01/2017 02:06:11 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/05/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,1001575,182191,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.666731989783585,-73.93754937717165,"(40.666731989783585, -73.93754937717165)"
36597240,07/02/2017 12:00:00 AM,07/24/2017 03:54:40 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11373,40-66 ITHACA STREET,ITHACA STREET,PETTIT AVENUE,BRITTON AVENUE,,,ADDRESS,Elmhurst,,N/A,Closed,08/01/2017 08:58:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/24/2017 03:54:40 PM,04 QUEENS,4015060047,QUEENS,1017091,210923,ONLINE,Unspecified,QUEENS,,,,,,,,40.74555051711934,-73.88147949433296,"(40.74555051711934, -73.88147949433296)"
36597223,07/02/2017 12:00:00 AM,07/03/2017 08:09:00 AM,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11428,,,,,93 AVENUE,VANDERVEER STREET,INTERSECTION,Queens Village,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,07/03/2017 08:09:00 AM,13 QUEENS,,QUEENS,1055264,201646,ONLINE,Unspecified,QUEENS,,,,,,,,40.71986338778547,-73.74381472226122,"(40.71986338778547, -73.74381472226122)"
36597160,07/02/2017 12:00:00 AM,05/23/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3260 CRUGER AVE,CRUGER AVE,,,,,LATLONG,BRONX,,N/A,Pending,08/01/2017 06:50:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 06:54:01 AM,Unspecified BRONX,,BRONX,1021375,257422,MOBILE,Unspecified,BRONX,,,,,,,,40.873160261347024,-73.86576174680496,"(40.873160261347024, -73.86576174680496)"
36597141,07/02/2017 12:00:00 AM,07/24/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10036,332 WEST   46 STREET,WEST   46 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/01/2017 08:42:42 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/24/2017 12:00:00 AM,04 MANHATTAN,1010360046,MANHATTAN,987296,216252,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76023772728492,-73.98900481238414,"(40.76023772728492, -73.98900481238414)"
36597102,07/02/2017 12:00:00 AM,07/26/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11377,31-20 54 STREET,54 STREET,31 AVENUE,32 AVENUE,,,ADDRESS,Woodside,,N/A,Closed,08/01/2017 04:11:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/26/2017 12:00:00 AM,01 QUEENS,4011310017,QUEENS,1009942,214847,ONLINE,Unspecified,QUEENS,,,,,,,,40.756344558976046,-73.90726464156208,"(40.756344558976046, -73.90726464156208)"
36597090,07/02/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11364,56-05 206 STREET,206 STREET,56 AVENUE,58 AVENUE,,,ADDRESS,Oakland Gardens,,N/A,Closed,08/01/2017 11:42:51 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/10/2017 12:00:00 AM,11 QUEENS,4074350066,QUEENS,1047426,212019,ONLINE,Unspecified,QUEENS,,,,,,,,40.74839406790731,-73.77199301974917,"(40.74839406790731, -73.77199301974917)"
36597001,07/02/2017 12:00:00 AM,07/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11216,27 MACON STREET,MACON STREET,ARLINGTON PLACE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2017 06:38:13 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/19/2017 12:00:00 AM,03 BROOKLYN,,BROOKLYN,998083,187398,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68103017671481,-73.95012613786467,"(40.68103017671481, -73.95012613786467)"
36596948,07/02/2017 12:00:00 AM,07/10/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool Cover,1-2 Family Dwelling,11419,95-35 111 STREET,111 STREET,95 AVENUE,101 AVENUE,,,ADDRESS,South Richmond Hill,,N/A,Closed,08/01/2017 02:18:24 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/10/2017 12:00:00 AM,09 QUEENS,,QUEENS,1030332,190767,PHONE,Unspecified,QUEENS,,,,,,,,40.69016815213367,-73.83383188442855,"(40.69016815213367, -73.83383188442855)"
36596947,07/02/2017 12:00:00 AM,07/13/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,11421,86-27 90 STREET,90 STREET,86 ROAD,JAMAICA AVENUE,,,ADDRESS,Woodhaven,,N/A,Closed,08/01/2017 10:03:27 PM,The Department of Health and Mental Hygiene will review this Service Request. These types of complaints usually result in agency contact or an inspection. Status will be available at www.nyc.gov/311 within 30 days of the date you submitted the request. Note the Service Request number for future reference.,07/13/2017 12:00:00 AM,09 QUEENS,4088690046,QUEENS,1024478,192124,PHONE,Unspecified,QUEENS,,,,,,,,40.69392134274217,-73.85493280916018,"(40.69392134274217, -73.85493280916018)"
36596599,07/02/2017 12:00:00 AM,07/03/2017 12:00:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11218,3116 FORT HAMILTN PARKWAY,FORT HAMILTN PARKWAY,EAST 2 STREET,MC DONALD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,07/16/2017 02:18:47 AM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",07/07/2017 10:58:43 AM,07 BROOKLYN,3053150001,BROOKLYN,989928,175361,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64800026935426,-73.97953852485786,"(40.64800026935426, -73.97953852485786)"
36596484,07/02/2017 12:00:00 AM,07/22/2017 01:32:22 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10310,50 CLOVE LAKE PLACE,CLOVE LAKE PLACE,BEND,CLOVE ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,08/01/2017 10:39:27 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/22/2017 01:32:22 PM,01 STATEN ISLAND,5003100176,STATEN ISLAND,951313,167671,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62683345025215,-74.11865552462677,"(40.62683345025215, -74.11865552462677)"
36596483,07/02/2017 12:00:00 AM,05/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,220 EAST 115TH STREET,EAST 115TH STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,08/01/2017 10:05:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 10:08:13 PM,Unspecified MANHATTAN,,MANHATTAN,1000903,229479,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7965271847825,-73.93985466583149,"(40.7965271847825, -73.93985466583149)"
36596482,07/02/2017 12:00:00 AM,07/06/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11357,148-15 10TH AVENUE,10TH AVENUE,,,,,LATLONG,WHITESTONE,,N/A,Closed,08/01/2017 10:02:48 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/06/2017 12:00:00 AM,Unspecified QUEENS,,QUEENS,1034653,227884,MOBILE,Unspecified,QUEENS,,,,,,,,40.79202129490043,-73.81797261488433,"(40.79202129490043, -73.81797261488433)"
36596472,07/02/2017 12:00:00 AM,06/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10451,869 CONCOURSE VILLAGE WEST,CONCOURSE VILLAGE WEST,,,,,LATLONG,BRONX,,N/A,Pending,08/01/2017 12:50:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/02/2017 12:53:20 PM,Unspecified BRONX,,BRONX,1005945,240294,MOBILE,Unspecified,BRONX,,,,,,,,40.826200399986085,-73.92160962073076,"(40.826200399986085, -73.92160962073076)"
36596443,07/02/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,1265 PUTNAM AVENUE,PUTNAM AVENUE,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,08/01/2017 02:56:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 12:00:00 AM,04 BROOKLYN,3033690166,BROOKLYN,1007927,191518,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69231777019051,-73.91461986069231,"(40.69231777019051, -73.91461986069231)"
36596442,07/02/2017 12:00:00 AM,07/11/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11218,13TH AVENUE,13TH AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,08/01/2017 02:38:08 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,07/11/2017 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,988383,173080,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64174027185809,-73.98510754796625,"(40.64174027185809, -73.98510754796625)"
